iyear,imonth,iday,provstate,city,latitude,longitude,specificity,location,suicide,target1,gname,nkill,nwound,scite1
2012,12,10,Balochistan,Quetta,30.200819,66.994354,1,,0,"Civilians: Imdadullah, Zainul Abidin",Unknown,1,2,"""Pakistan: Quetta blast kills one, hurt several,"" Right Vision News, December 12, 2012."
2012,12,10,Khyber Pakhtunkhwa,Bannu,32.987347,70.602524,1,,1,Kakki Police Station,Tehrik-i-Taliban Pakistan (TTP),9,7,"""Militants attack   Pakistan   police   station, kill 6,"" Associated Press Online, December 10, 2012."
2012,12,10,Khyber Pakhtunkhwa,Kuladher,34.159316,71.772627,1,,0,Public Gathering,Tehrik-i-Taliban Pakistan (TTP),0,7,"""Explosion near ANP chief Asfandyar's rally; 5 injured,"" Press Trust of India, December 10, 2012."
2012,12,11,Federally Administered Tribal Areas,Aka Khel,33.818195,70.644798,1,Incident occurred in the Khyber Agency area just west of Peshawar.,0,Girls' Primary School,Unknown,0,0,"""Militants blow up girls' school,"" Daily Times, December 12, 2012."
2012,12,11,Federally Administered Tribal Areas,Mian Mandi,34.359074,71.348511,1,,0,Cell Phone Tower,Unknown,0,0,"""Pakistan: Cellphone tower blown up in Mohmand,"" The Nation Online, December 12, 2012."
2012,12,12,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,,0,Residence of Former Official: Fateh Gul,Unknown,0,0,"""Pakistan: Bomb blast: House of retired FC official targeted,"" The Express Tribune Online, December 15, 2012."
2012,12,12,Sindh,Karachi,24.891115,67.143311,1,Incident occurred in the Landhi area of the city.,0,Tea Stall/Cafe,Tehrik-i-Taliban Pakistan (TTP),2,6,"""2 killed Pak blast,"" Press Trust of India, December 12, 2012."
2012,12,12,Federally Administered Tribal Areas,Bagzai,33.526367,70.333817,1,,0,Member,Unknown,1,0,"""Pakistan: Two dead in Mohmand, Khyber Agency,"" Right Vision News, December 13, 2012."
2012,12,15,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,1,Airbase,Tehrik-i-Taliban Pakistan (TTP),14,40,"""PAK-LD AIRPORT 2 LAST,"" Press Trust of India, December 16, 2012."
2012,12,14,Balochistan,Quetta,30.200819,66.994354,1,,0,Acting Commandant: Khalil Ahmed,Unknown,0,8,"""8 injured in Pak blast,"" Press Trust of India, December 14, 2012."
2012,12,15,Khyber Pakhtunkhwa,Nowshera,34.007206,71.983078,1,,0,School,Unknown,0,0,"""Blast damages school in Nowshera,"" Plus News Pakistan, December 16, 2012."
2012,12,16,Khyber Pakhtunkhwa,Nowshera,34.007206,71.983078,1,,0,CD shop,Unknown,0,0,"""Report says militants attack school, shop in northwest Pakistan,"" Jang, Rawalpindi, December 18, 2012."
2012,12,16,Khyber Pakhtunkhwa,Lachi,33.386036,71.337593,1,,0,Telephone Exchange; Cell Phone Tower,Unknown,0,0,"""Tel exchange, mobile tower blown up,"" The Frontier Post, December 18, 2012."
2012,12,16,Khyber Pakhtunkhwa,Nowshera,34.007206,71.983078,1,,0,CD shop,Unknown,0,0,"""Pakistan: CD shops blown up in Nowshehra,"" Right Vision News, December 17, 2012."
2012,12,15,Balochistan,Sui,28.633307,69.190369,1,,0,Civilians,Unknown,0,4,"""Man   shot   dead; four injured in landmine blast,"" The Nation (AsiaNet), December 16, 2012."
2012,12,16,Balochistan,Quetta,30.200819,66.994354,1,,0,Hotel,Unknown,0,4,"""Four injured in Quetta hand   grenade attack,"" The Nation, December 18, 2012."
2012,12,16,Balochistan,Kohlu,29.896093,69.250237,1,,0,Employees,Unknown,0,0,"""Four injured in Quetta hand   grenade attack,"" The Nation, December 18, 2012."
2012,12,17,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,,0,Bus Stand,Unknown,21,66,"""Bomb attack kills 11 in north-western Pakistan,"" Deutsche Presse-Agentur, December 17, 2012."
2012,12,18,Khyber Pakhtunkhwa,Nowshera,34.007206,71.983078,1,,0,Air Force Academy Engineering Center,Tehrik-i-Taliban Pakistan (TTP),0,10,"""Grenade attack   at Pakistan army facility wounds 10,"" Associated Press Online, December 18, 2012."
2012,12,19,Khyber Pakhtunkhwa,Jehangira,33.966991,72.22097,1,,0,A gas supply line,Unknown,0,0,"""Pakistan: Unidentified culprits: Gas pipeline blown up in Swabi,"" The Express Tribune Online, January 2, 2013."
2012,12,18,Sindh,Karachi,24.891115,67.143311,1,Incident occurred in the Orangi Town area of the city.,0,Constable: Aurangzeb,Tehrik-i-Taliban Pakistan (TTP),1,0,"""Pakistan: Cop killed by TTP militants,"" The News Online, December 19, 2012."
2012,12,20,Khyber Pakhtunkhwa,Sardheri,34.168388,71.841957,1,,0,CD Stores,Unknown,0,0,"""Pakistan: CD shops blown up in Charsadda,"" Right Vision News, December 22, 2012."
2012,12,20,Sindh,Karachi,24.891115,67.143311,1,,0,Hotel Restaurant,Unknown,0,5,"""Pakistan: Banker killed in 'sectarian'   attack,"" Right Vision News, December 22, 2012."
2012,12,21,Khyber Pakhtunkhwa,Shabqadar,34.217285,71.561043,1,,0,Girls' Primary School,Unknown,0,0,"""Girls school blown up,"" The Frontier Post, December 22, 2012."
2012,12,21,Balochistan,Haft Wali,28.978333,67.443889,1,,0,Civilians,Unknown,2,0,"""2 bullet-riddled bodies found,"" The Nation, December 24, 2012."
2012,12,21,Balochistan,Quetta,30.200819,66.994354,1,,0,Store,Unknown,0,2,"""Gwadar ambush: Gunmen mow down 11 would-be migrants,"" The Express Tribune, December 22, 2012."
2012,12,21,Federally Administered Tribal Areas,Wana,32.306099,69.579956,1,,1,Member: Maulvi Abbas,Unknown,4,6,"""Militant commander among three dead in Pakistan blast,"" Agence France Presse -- English, December 21, 2012."
2012,12,22,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,1,Member: Bashir Ahmed Bilour,Tehrik-i-Taliban Pakistan (TTP),10,17,"""Security forces killed,   abducted   in Pakistani Taliban raids,"" CNN Wire, December 27, 2012."
2012,12,22,Sindh,Karachi,24.891115,67.143311,1,Incident occurred in the Orangi Town area of the city.,0,Police Station,Unknown,0,0,"""Pakistan: Police station attacked with grenade,"" Right Vision News, December 24, 2012."
2012,12,22,Khyber Pakhtunkhwa,Bannu,32.987347,70.602524,1,,0,Faith Healer: Asal Noor,Unknown,0,0,"""House damaged in Bannu blast,"" Daily The Post, December 23, 2012."
2012,12,22,Punjab,Chura,33.236948,73.155244,1,Shrine of Mutsaib Baba,0,Shrine,Unknown,0,0,"""Pakistan: FIR in shrine blast case registered,"" Right Vision News, January 16, 2013."
2012,12,23,Sindh,Karachi,24.891115,67.143311,1,Incident occurred in the North Karachi area of the city.,0,Officers,Unknown,0,7,"""Blast in Karachi injures seven,"" Press Trust of India, December 23, 2012."
2012,12,23,Khyber Pakhtunkhwa,Baka Khel,32.956882,70.502495,1,,0,Soldiers,Unknown,0,3,"""Three soldiers injured in FR Bannu IED blast,"" Daily The Post, December 24, 2012."
2012,12,23,Khyber Pakhtunkhwa,Karak district,33.255915,71.317765,3,The incident occurred at the NASHPA Oil Field.,0,Plant,Unknown,0,0,"""OGDCL oil tank destroyed in   rocket attack,"" Daily The Pak Banker, December 25, 2012."
2012,12,23,Federally Administered Tribal Areas,Ghalanai,34.320023,71.399002,1,,0,Soldier,Tehrik-i-Taliban Pakistan (TTP),0,1,"""Roadside bomb: FC personal injured in Ghallanai blast,"" The Express Tribune, December 23, 2012."
2012,12,24,Sindh,Karachi,24.891115,67.143311,1,Incident occurred in the Bin Qasim area of the city.,0,School Compound,Unknown,0,0,"""Pakistan: Man injured in   grenade attack,"" Right Vision News, December 30, 2012."
2012,12,25,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,1,"The event occurred in the Sepah area of the Bara Tehsil, Khyber Agency, FATA.",0,"Soldiers: Numan Ahmad, Shaman Gul",Unknown,0,2,"""Pakistan: Two soldiers injured in Bara IED blast,"" Right Vision News, December 27, 2012."
2012,12,25,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,1,"The event occurred in the Sepah area of the Bara Tehsil, Khyber Agency, FATA.",0,"Haji Muhammad Shah, a former member of Parliament",Unknown,0,0,"""Pakistan: Militants blow up ex-MP's house in Bara,"" Right Vision News, December 27, 2012."
2012,12,26,Sindh,Gadap,25.054159,67.021955,1,,0,Mosque,Unknown,0,4,"""Pakistan:   Bomb blast   injures five near Al Asif Square,"" Right Vision News, December 28, 2012."
2012,12,27,Balochistan,Dera Bugti,29.034412,69.158661,1,,0,Gas pipeline,Unknown,0,0,"""Gas pipeline explodes in Dera Bugti,"" The Nation, December 29, 2012."
2012,12,26,Khyber Pakhtunkhwa,Mushtarzai,33.909558,71.486345,1,,0,School,Unknown,0,0,"""Boys school bombed near Peshawar,"" The Nation (AsiaNet), December 28, 2012."
2012,12,27,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,Civilians,Unknown,0,7,"""Blast in Charsadda injures four,"" The Frontier Star, December 29, 2012."
2012,12,27,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,Department of Geology,Unknown,0,2,"""Security beefed up following blast at Peshawar University,"" The Dawn, January 2, 2013."
2012,12,27,Khyber Pakhtunkhwa,Battagram,34.218174,71.626259,1,,0,Gas Pipeline,Unknown,0,0,"""&nbsp;  Bomb blasts: Explosion   injures four children,"" The Express Tribune, December 29, 2012."
2012,12,28,Sindh,Karachi,24.891115,67.143311,1,Incident occurred in the North Karachi area of the city.,0,Office,Unknown,0,1,"""Pakistan: Man injured in   grenade attack,"" Right Vision News, December 30, 2012."
2012,12,29,Sindh,Karachi,24.891115,67.143311,1,Incident occurred in the Saddar Town area of the city.,1,Bus,Unknown,7,50,"""21 missing Pakistani policemen found shot dead,"" The Associated Press, December 29, 2012."
2012,12,30,Federally Administered Tribal Areas,Ghurlamai,32.432222,70.036389,1,,0,Soldier,Unknown,2,2,"""Miranshah blast kills 2 soldiers,"" The Nation (AsiaNet), December 31, 2012."
2012,12,30,Balochistan,Mastung,29.803965,66.85099,1,,0,Pilgrims,Jaish-e-Islam,19,25,"""(Incorporating Pak-Soldiers series),"" Press Trust of India, December 30, 2012."
2012,12,30,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,Movie Theater,Unknown,0,1,"""One injured in Shama Cinema blast,"" Daily Today's Muslim Peshawar, December 31, 2012."
2012,12,30,Federally Administered Tribal Areas,Aka Khel,33.818195,70.644798,1,Incident occurred in the Khyber Agency area just west of Peshawar.,0,Primary School,Unknown,0,0,"""Two schools blown up in Bara,"" Daily The Pak Banker, December 31, 2012."
2012,12,30,Federally Administered Tribal Areas,Aka Khel,33.818195,70.644798,1,Incident occurred in the Khyber Agency area just west of Peshawar.,0,Primary School,Unknown,0,0,"""Two schools blown up in Bara,"" Daily The Pak Banker, December 31, 2012."
2012,12,31,Khyber Pakhtunkhwa,Dallo Khel,32.603016,70.857811,1,,0,Boys' Primary School,Unknown,0,0,"""Blast damages school in Lakki,"" Daily Today's Muslim Peshawar, January 2, 2013."
2012,12,31,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,,0,Girls' Middle School,Muslim extremists,1,0,"""Girls' school blown up in Jamrud,"" Daily Times, January 1, 2013."
2012,12,31,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,,0,Civilians in their home,Unknown,0,3,"""Violence in Khyber Agency: Three injured by mortar, bomb defused,"" The Express Tribune, January 1, 2013."
2012,12,31,Federally Administered Tribal Areas,Aka Khel,33.818195,70.644798,1,Incident occurred in the Khyber Agency area just west of Peshawar.,0,Civilians,Unknown,1,10,"""Two girl students killed in Bara rocket hit,"" Daily The Post, January 2, 2013."
2012,12,31,Sindh,Dadu,26.736033,67.791971,1,The incident occurred in the Dodani neighborhood.,0,Power Pylon,Sindhudesh Revolutionary Army (SRA),0,1,"""Fourth bomb defused: Three blasts rock village near Dadu,"" Dawn, January 2, 2013."
2012,12,31,Sindh,Dadu,26.736033,67.791971,1,The incident occurred in the Dodani neighborhood.,0,Power Pylon,Sindhudesh Revolutionary Army (SRA),0,0,"""Fourth bomb defused: Three blasts rock village near Dadu,"" Dawn, January 2, 2013."
2013,1,1,Federally Administered Tribal Areas,Khyber district,34.011514,71.284218,3,Akakhel Area Of Bara Tehsil,0,Students,Unknown,2,5,"""Two girl students killed in Bara rocket hit,"" Daily The Post, January 2, 2013."
2013,1,1,Federally Administered Tribal Areas,North Waziristan district,32.974638,70.14558,3,Occurred on Miranshah-Ghulam Khan Road,0,Construction Workers,Unknown,1,5,"""3 killed in NWA blast, shelling,"" Daily The Post, January 2, 2013."
2013,1,1,Sindh,Karachi,24.891115,67.143311,1,Federal B-Area,0,Buses of Activists,Tehrik-i-Taliban Pakistan (TTP),4,45,"""4 killed, 50 injured as bomb goes off near MQM rally,"" Press Trust of India, January 1, 2013."
2013,1,1,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,,0,Anti-Polio Worker: Ashfaq Afridi,Unknown,0,0,"""Attack: Worker's hujra destroyed by twin blasts,"" The Express Tribune, January 2, 2013."
2013,1,2,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,Incident occurred at the University of Peshawar campus,0,Institute of Arabic & Islamic Studies,Unknown,0,2,"""Instilling terror: Yet another explosion in UoP,"" The Express Tribune, January 3, 2013."
2013,1,2,Khyber Pakhtunkhwa,Nowshera,34.007206,71.983078,1,,0,Market,Unknown,0,0,"""Four arrested for Dera blast,"" Daily Today's Muslim Peshawar, January 3, 2013."
2013,1,2,Balochistan,Pir Koh,29.143866,69.099785,1,Northwest of Dera Bugti,0,Gas Pipeline,Unknown,0,0,"""Act of sabotage: Explosion damages Dera Bugti pipeline,"" The Express Tribune, January 3, 2013."
2013,1,2,Federally Administered Tribal Areas,Machi Khel,33.031326,70.24588,1,"East of Miranshah, North Waziristan Agency",0,Residences,Unknown,3,3,"""North Waziristan: Three killed as mortars hit civilian houses,"" The Express Tribune, January 3, 2013."
2013,1,1,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,"In Adalkhel Khatiyakhel, Khyber Agency",0,Residence,Unknown,0,0,"""2 houses damaged in Jamrud blasts,"" Frontier Post, January 2, 2013."
2013,1,3,Khyber Pakhtunkhwa,Masho Khel,33.906776,71.500977,1,Southwest of Peshawar,0,School,Unknown,0,0,"""Two killed, schools flattened in Peshawar blasts,"" Dawn, January 7, 2013."
2013,1,3,Khyber Pakhtunkhwa,Qazi,33.493951,71.027506,1,Hangu district,0,Under-Construction Hangu District Jail,Tehrik-i-Taliban Pakistan (TTP),0,0,"""Under-construction jail in Hangu blown up,"" The News International, January 5, 2013."
2013,1,3,Khyber Pakhtunkhwa,Lund Khwar,34.391254,71.980888,1,"Jewarh area, Lund Khwar, Mardan District",0,Former Employee: Zardad Khan,Unknown,0,0,"""House of ex-ISI employee damaged in blast,"" The News International, January 4, 2013."
2013,1,3,Khyber Pakhtunkhwa,Hangu,33.528893,71.056122,1,,0,Store,Unknown,1,3,"""Orakzai blasts kill one, injure three,"" The News International, January 4, 2013."
2013,1,4,Khyber Pakhtunkhwa,Badaber,33.957244,71.574799,1,Gul Khan area,0,Electricity Tower,Unknown,2,1,"""Bomb kills two Pakistanis in Peshawar,"" Agence France Presse, January 4, 2013."
2013,1,5,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,1,In Nala Area,0,Mosque,Unknown,0,0,"""Mosque bombed in Khyber Agency,"" The News International, January 6, 2013."
2013,1,4,Khyber Pakhtunkhwa,Hasan Garhi,34.006004,71.53743,1,Neighborhood of northern Peshawar,0,Boundary wall of school,Unknown,0,0,"""Two killed, 2 injured in separate incidents,"" The Nation, January 7, 2013."
2013,1,4,Khyber Pakhtunkhwa,Bara,34.021103,71.287421,2,Located In Khyber Agency,0,Unknown,Unknown,0,0,"""Pak forces kill 20 militants in Khyber Agency,"" The News Tribe, January 4, 2013."
2013,1,5,Federally Administered Tribal Areas,Bagan,33.500894,70.379864,1,Lower Kurram Agency,0,Vehicle,Unknown,1,4,"""Man killed in Kurram IED blast,"" The News International, January 6, 2013."
2013,1,5,Sindh,Karachi,24.891115,67.143311,1,,0,Medical Shop,Unknown,0,0,"""Six shops destroyed in SITE bomb blast,"" Dawn, January 7, 2013."
2013,1,5,Sindh,Karachi,24.891115,67.143311,1,,0,Van,Unknown,0,2,"""Two policemen injured in grenade attack,"" The Nation Pakistan, January 6, 2013."
2013,1,5,Sindh,Karachi,24.891115,67.143311,1,,0,Political Leader's Office,Unknown,0,0,"""Multiple explosions rock city,"" Pakistan Today, January 6, 2013."
2013,1,6,Balochistan,Pir Koh,29.143866,69.099785,1,In Sui town area of Dera Bugti district,0,Oil Pipeline,Unknown,0,0,"""Gas pipeline blown up in Dera Bugti,"" The Nation, January 7, 2013."
2013,1,6,Khyber Pakhtunkhwa,Swabi district,34.276794,72.343544,3,"Badshahi area, Swabi District",0,"Khan Muhammad, CEO",Unknown,0,0,"""Bomb goes off near NGO officials residence,"" The News International, January 7, 2013."
2013,1,7,Khyber Pakhtunkhwa,Bannu,32.987347,70.602524,1,Tapi Qilla area in Bannu,0,Irrigation Office,Unknown,0,0,"""Miscreants fire two rockets on Bannu, no casualty reported,"" Plus News Pakistan, January 7, 2013."
2013,1,7,Balochistan,Quetta,30.200819,66.994354,1,,0,Vehicles,Unknown,0,0,"""LEA vehicles attacked,"" Frontier Post, January 8, 2013."
2013,1,7,Federally Administered Tribal Areas,Khwezai,34.321039,71.39975,2,"At Albo security checkpost in Khwezai Tehsil, Mohamed Agency",0,Forces,Unknown,2,1,"""Violence in K-P: Two security personnel killed in roadside blast,"" The Express Tribune, January 8, 2013."
2013,1,7,Balochistan,Quetta,30.200819,66.994354,1,Sariab area of the city,0,Tea Shop,Unknown,0,2,"""Blast, firing incidents kill 3 in Quetta,"" The Nation Pakistan, January 8, 2013."
2013,1,7,Balochistan,Quetta,30.200819,66.994354,1,At Sariab Road,0,Civilians,Unknown,1,3,"""One dead in Quetta rickshaw bombing,"" Pakistan Today, January 7, 2013."
2013,1,7,Balochistan,Quetta,30.200819,66.994354,1,On Jan Muhammad Road,0,Civilians,Unknown,0,2,"""Blast, firing incidents kill 3 in Quetta,"" The Nation Pakistan, January 8, 2013."
2013,1,7,Federally Administered Tribal Areas,Ghallanai,34.320023,71.399002,1,In Tehsil Halimzai,0,Member: Haji Ameer Nawaz Khan,Tehrik-i-Taliban Pakistan (TTP),0,0,"""Two cops killed, tribal elder escapes life attempt,"" The Frontier Post, January 9, 2013."
2013,1,8,Federally Administered Tribal Areas,Khyber district,34.020226,71.285369,3,"Bukaar area, Khyber Agency",0,Members,Unknown,1,1,"""Pakistan: Tribal volunteer killed in IED blast,"" Right Vision News, January 10, 2013."
2013,1,8,Khyber Pakhtunkhwa,Swabi,34.123104,72.469017,1,Swabi District,0,Patrol Van,Unknown,0,3,"""Policemen hurt in Swabi   grenade attack,"" The Dawn, January 9, 2013."
2013,1,8,Balochistan,Quetta,30.200819,66.994354,1,"Raisani Road, Quetta, Balochistan",0,Power Pylon,Unknown,0,1,"""One injured in Quetta blast,"" The Nation, January 10, 2013."
2013,1,9,Balochistan,Panjgur district,26.733346,64.115782,3,,0,Panjgur Regional Office,Unknown,0,0,"""Election office attacked with grenade,"" Pakistan Press International, January 11, 2013."
2013,1,9,Khyber Pakhtunkhwa,Ghuriwala,32.989174,70.605747,2,"Ghuriwala, Bannu District, Khyber Pakhtunkhwa",0,Cellphone Shops,Unknown,0,0,"""Two cellphone shops blown up in Bannu,"" The News International, January 10, 2013."
2013,1,10,Balochistan,Quetta,30.200819,66.994354,1,Along Alamdar Road,1,Billiards Hall,Lashkar-e-Jhangvi,54,85,"""Fears for Pakistan as blasts kill 125,"" Agence France Presse -- English, January 11, 2013."
2013,1,10,Balochistan,Quetta,30.200819,66.994354,1,Along Alamdar Road,1,First Responders,Lashkar-e-Jhangvi,53,84,"""Bomb blasts kill 199 people across Pakistan in January,"" Xinhua News Agency, January 31, 2013."
2013,1,10,Balochistan,Quetta,30.200819,66.994354,1,In Bacha Khan Area,0,Vehicle,United Baloch Army (UBA),12,50,"""Fears for Pakistan as blasts kill 125,"" Agence France Presse -- English, January 11, 2013."
2013,1,10,Khyber Pakhtunkhwa,Mingora,34.774479,72.364052,1,"Along Takhtaband Road, Swat District",0,Meeting,Lashkar-e-Jhangvi,31,70,"""Fears for Pakistan as blasts kill 125,"" Agence France Presse -- English, January 11, 2013."
2013,1,10,Sindh,Karachi,24.891115,67.143311,1,On the northeastern outskirts of Karachi,0,Fuel Station,Unknown,1,2,"""Pakistan: Two killed in Karachi car   bomb blast,"" Right Vision News, January 11, 2013."
2013,1,11,Balochistan,Chaman,30.92211,66.45153,1,Along Rehman Kahol Road,0,Checkpost,Unknown,0,0,"""Levies check post blown up,"" The Frontier Post, January 12, 2013."
2013,1,11,Balochistan,Zarghoon,30.206472,67.017622,2,"Zarghoon Town, Quetta, Balochistan",0,Fire Station,Unknown,0,1,"""Man injured in   grenade attack,"" Pakistan Press International, January 11, 2013."
2013,1,11,Balochistan,Quetta,30.200819,66.994354,1,Along Sariab Road,0,Quetta Development Authority Office Building,Unknown,0,1,"""Balochistan unrest: Two killed in rocket attack on NATO terminal,"" The Express Tribune, January 13, 2013."
2013,1,12,Balochistan,Quetta,30.200819,66.994354,1,Near Golimar Roundabout,0,Internet Cafe,Unknown,1,0,"""Blast leaves child dead in Quetta,"" Plus News Pakistan, January 13, 2013."
2013,1,12,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,1,In Sipah Area,0,Girls' Primary School,Unknown,0,0,"""Khyber Agency: Government girls school blown up in Bara,"" The Express Tribune, January 13, 2013."
2013,1,12,Khyber Pakhtunkhwa,Jehangira,33.966991,72.22097,1,"Jehangira town, Khyber Pakhtunkhwa Province",0,Gas Pipeline,Unknown,0,0,"""Gas pipeline blown up in Nowshera,"" The News International, January 13, 2013."
2013,1,13,Federally Administered Tribal Areas,Gareeyom,32.812886,69.969686,2,Gareeyom area of Tehsil Dosali,0,Convoy,Mujahideen Ansar,17,20,"""Roadside bomb kills 14 Pakistani soldiers: officials,"" Agence France Presse -- English, January 13, 2013."
2013,1,13,Khyber Pakhtunkhwa,Shabqadar,34.217285,71.561043,1,,0,Convoy,Unknown,3,1,"""UPDATE 2-Bomb kills 14 Pakistani soldiers in North Waziristan,"" Reuters News, January 13, 2013."
2013,1,13,Federally Administered Tribal Areas,Mohmand district,34.564252,71.479583,3,Mohamed Agency,0,AK-35 Regiment Convoy,Unknown,0,3,"""Bombs kill 17 soldiers in tribal areas,"" The Gulf Today, January 14, 2013."
2013,1,13,Federally Administered Tribal Areas,Khwar Killay,33.719842,70.329395,1,"Near Sadda Town, Kurram Agency",0,Bus,Unknown,1,8,"""One killed, eight injured in Kurram blast,"" Daily Times, January 16, 2013."
2013,1,13,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,1,,0,Market,Unknown,1,0,"""Khyber tribal region blast kills one,"" The Dawn, January 13, 2013."
2013,1,13,Khyber Pakhtunkhwa,Shabqadar,34.217285,71.561043,1,In Charsadda District,0,Employee,Unknown,0,0,"""Blast in Lower Kurram tribal region injures nine,"" DAWN Group, January 13, 2013."
2013,1,13,Sindh,Karachi,24.891115,67.143311,1,"Manghopir Road, Orangi Town, Karachi, Sindh Province",0,Liquefied National Gas (LNG) Warehouse,Unknown,0,0,"""Terrorism bid foiled after   grenade attack,"" Daily Times, January 16, 2013."
2013,1,13,Khyber Pakhtunkhwa,Bara,34.018848,71.290034,2,"Tehsil Bara, Khyber Agency, Federally Administered Tribal Areas",0,Checkpoint,Unknown,1,0,"""Soldier killed in Bara,"" Daily The Post, January 14, 2013."
2013,1,14,Khyber Pakhtunkhwa,Charsadda,34.14658,71.743538,1,In City'S Tehsil Bazaar Area,0,Checkpost,Unknown,0,0,"""Militants blast police checkpost in Charsadda,"" Pakistan Today, January 16, 2013."
2013,1,14,Sindh,Karachi,24.891115,67.143311,1,Occurred on Khayaban-e-Ittehad (road) in the Defence Housing Authority area,0,Minimart,Unknown,0,8,"""Eight hurt in Defence blast,"" The Nation, January 16, 2013."
2013,1,14,Sindh,Surjani,24.891115,67.143311,1,"Khuda ki Basti, Surjani Town, Karachi, Sindh",0,Gas Station,Unknown,0,2,"""1 killed, 2 injured in Karachi hand   grenade attack,"" The Express Tribune, January 26, 2013."
2013,1,14,Sindh,Karachi,24.891115,67.143311,1,Banaras Colony,0,Shop,Unknown,0,0,"""1 killed, 2 injured in Karachi hand   grenade attack,"" The Express Tribune, January 26, 2013."
2013,1,15,Balochistan,Quetta,30.200819,66.994354,1,On The Outskirts Of Quetta,0,Van,Unknown,0,2,"""DSP among 5 cops killed in Panjgur roadside blast,"" The Nation (AsiaNet), January 16, 2013."
2013,1,15,Balochistan,Chaman,30.92211,66.45153,1,"Near Baghra Road, Qilla Abdullah District",0,Saddar Police Station,Unknown,0,3,"""Blast injures three policemen in Chaman,"" Plus News Pakistan, January 16, 2013."
2013,1,15,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,1,"Akkakhel Area, Khyber Agency",0,Residence,Unknown,2,0,"""Bullet-riddled bodies of 8 people found,"" Dawn, January 17, 2013."
2013,1,16,Balochistan,Panjgur district,26.737105,64.147822,3,,0,Checkpoint,Unknown,0,0,"""FC checkpost   attacked,"" Daily Times (PK), January 17, 2013."
2013,1,16,Khyber Pakhtunkhwa,Charsadda,34.14658,71.743538,1,Zarif Koroona,0,Checkpost,Unknown,0,0,"""Militants destroy checkpost in Charsadda,"" Daily The Pak Banker, January 17, 2013."
2013,1,17,Khyber Pakhtunkhwa,Pabbi,34.012187,71.780792,1,At Chowki Mamraiz,0,CD Shop,Unknown,0,2,"""Pakistan: CD shop blown up,"" Right Vision News, January 19, 2013."
2013,1,17,Khyber Pakhtunkhwa,Mardan,34.200592,72.048439,1,In Shahdand area,0,School building,Unknown,0,0,"""Pakistan: Govt-run school blown up in Takhtbhai,"" The News Online, January 18, 2013."
2013,1,17,Khyber Pakhtunkhwa,Bannu district,32.930318,70.667968,3,,0,"Usman Ali Shah, IB Director",Unknown,0,0,"""Bannu blast,"" The News International, January 18, 2013."
2013,1,17,Khyber Pakhtunkhwa,Lund Khwar,34.391254,71.980888,1,"Kati Khel, Mardan District",0,School,Unknown,0,1,"""Girls' school blown up in Mardan,"" The Financial Daily, January 20, 2013."
2013,1,18,Balochistan,Jafarabad district,28.3898,68.190838,3,Chattar Area,0,Tractor,Unknown,0,1,"""Lecturer, son   shot   dead in Kharan,"" The Nation (AsiaNet), January 19, 2013."
2013,1,18,Khyber Pakhtunkhwa,Lund Khwar,34.391254,71.980888,1,Mardan District,0,Girls' Primary School,Unknown,0,0,"""[#xfeff]Girls school blown up,"" Business Recorder, January 22, 2013."
2013,1,19,Sindh,Karachi,24.891115,67.143311,1,Area Of Northwest Karachi,0,Garments factory entrance,Tehrik-i-Taliban Pakistan (TTP),0,0,"""Pakistan: Cloth factory attacked with hand grenade in Baldia,"" Right Vision News, January 21, 2013."
2013,1,19,Khyber Pakhtunkhwa,Masho Khel,33.906776,71.500977,1,Budh Bair area,0,School building,Tehrik-i-Taliban Pakistan (TTP),0,0,"""Taliban blew up girl's school in Pakistan,"" Turkish Radio and Television, January 20, 2013."
2013,1,19,Khyber Pakhtunkhwa,Lund Khwar,34.391254,71.980888,1,Mardan District,0,Generator for Cell Phone Tower,Unknown,0,0,"""Mobile phone tower blown up in Takhtbai,"" Frontier Post, January 20, 2013."
2013,1,20,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,1,"In Shalobar Area, Khyber Agency",0,Patrol,Unknown,0,5,"""Pakistan: Five Aman Lashkar volunteers injured in blast,"" Right Vision News, January 22, 2013."
