iyear,imonth,iday,provstate,city,latitude,longitude,specificity,location,suicide,target1,gname,nkill,nwound,scite1
2010,4,29,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,Mamozai area,0,A primary school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Pro-Taliban Militants Destroy Primary School in Pakistan's Orakzai,” Terrorism Watch Report, April 30, 2010."
2010,4,29,Balochistan,Quetta,30.200819,66.994354,1,"In Hazara Town, Quetta, Balochistan, Pakistan.",0,A residence was targeted in the attack.,Unknown,0,2,"Jane’s Intelligence, “Rocket Attack Wounds Four Civilians in Pakistan's Balochistan,” Terrorism Watch Report, April 30, 2010."
2010,4,29,Balochistan,Quetta,30.200819,66.994354,1,"At the Sandman Hospital in Quetta, Balochistan, Pakistan.",0,A hospital was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Rocket Attack Wounds Four Civilians in Pakistan's Balochistan,” Terrorism Watch Report, April 30, 2010."
2010,5,1,Federally Administered Tribal Areas,Khairabad,34.715191,71.478896,1,"In Khairabad, Federally Administered Tribal Areas, Pakistan.",0,The target was a government school.,Unknown,0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack in Khairabad, Federally Administered Tribal Areas, Pakistan"" Worldwide Incidents Tracking System, October 7, 2010."
2010,5,1,Federally Administered Tribal Areas,Inayat Qala,34.751019,71.459679,1,"In Inayat Qala, Federally Administered Tribal Areas, Pakistan.",0,The target was a government school.,Unknown,0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack in Inayat Qala, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 7, 2010."
2010,5,1,Punjab,Lahore,31.50547,74.34288,1,"In a museum in Lahore, Punjab, Pakistan.",0,The target was a museum.,Unknown,0,7,"National Counterterrorism Center, ""Seven Civilians Wounded in IED Attack in Lahore, Punjab, Pakistan"" Worldwide Incidents Tracking System, October 7, 2010."
2010,5,2,Khyber Pakhtunkhwa,Kabal,34.79216,72.284279,1,"At a residence in the Kabal area of Swat, Khyber Pakhtunkhwa, Pakistan.",0,A government official,Unknown,1,3,"Jane’s Intelligence, “Grenade Attack Targets Government Official in Pakistan's Swat ,” Terrorism Watch Report, May 4, 2010."
2010,5,8,Balochistan,Sariab,30.084515,66.983437,1,,0,Railroad tracks,Unknown,0,0,"National Counterterrorism Center, ""One Railroad Track Damaged in IED Attack in Sariab, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, October 5, 2010."
2010,5,8,Khyber Pakhtunkhwa,Hangu,33.528893,71.056122,1,,0,Police were targeted in the bombing.,Unknown,0,4,"National Counterterrorism Center, ""Four Police Officers Injured in IED Attack in Hangu, Khyber Pakhtunkhwa, Pakistan,"" Worldwide Incidents Tracking System, October 8, 2010."
2010,5,8,Khyber Pakhtunkhwa,Kohat,33.590603,71.44062,1,"The bombing occurred in the Shergai area, Kohat District in Pakistan's Khyber Pakhtunkhwa.",0,The target of the bombing was a power supply tower.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Jane’s Intelligence, “Militants Destroy Power Supply Tower in Pakistan's Kohat,” Terrorism Watch Report, May 11, 2010."
2010,5,11,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,1,On a highway in the Landikotal sub-district,0,The target of the explosion  is on a highway in the Landikotal sub-district of the Khyber Agency in Pakistan's Federally Administered Tribal Areas (FATA).,Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Detonate IED on Highway in Pakistan's Khyber Agency,” Terrorism Watch Report, May 13, 2010."
2010,5,11,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"The bombing occurred in the Urmar area, Peshawar, Khyber Pakhtunkhwa, Pakistan.",0,"The target of the bombing is a power supply tower in Peshawar, Pakistan.",Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Blow Up Power Supply in Pakistan's Peshawar,” Terrorism Watch Report, May 12, 2010."
2010,5,11,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,The explosion occurred at Afghan refugee camp in the Shamshatu area of Peshawar district in Pakistan's Khyber Pakhtunkhwa.,0,The target of the explosion was an Afghan refugee camp.,Unknown,3,3,"Jane’s Intelligence, “IED Attack Kills three Students in Pakistan's Peshawar,” Terrorism Watch Report, May 12, 2010."
2010,5,15,Balochistan,Quetta,30.200819,66.994354,1,On a gas pipeline located in the Barozai village near Saryab road in Quetta.,0,A gas pipeline was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Blow Up Gas Pipeline In Pakistan's Quetta,” Terrorism Watch Report, May 19, 2010."
2010,5,19,Balochistan,Quetta,30.200819,66.994354,1,"In the Minah Ghundi area of Quetta, Balochistan, Pakistan.",0,An electricity tower was targeted in the attack.,Unknown,0,7,"National Counterterrorism Center, ""Seven Soldiers and Police Officers Injured in IED Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, October 8, 2010."
2010,5,19,Balochistan,Quetta,30.200819,66.994354,1,"In the Hazar Ganji area of Quetta, Balochistan, Pakistan.",0,An electricity tower was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Electricity Tower Destroyed in IED Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, October 7, 2010."
2010,5,19,Khyber Pakhtunkhwa,Mardan,34.416681,71.92459,1,,0,A shop belonging to an Awami National Party member,Unknown,0,2,"National Counterterrorism Center, ""One Civilian Injured in IED Attack in Mardan, Khyber Pakhtunkhwa, Pakistan,"" Worldwide Incidents Tracking System, October 8, 2010."
2010,5,20,Federally Administered Tribal Areas,Datta Khel,32.901089,69.749405,1,,0,Two civilians accused of spying,Tehrik-i-Taliban Pakistan (TTP),2,0,"National Counterterrorism Center, ""Two Civilians Killed in IED Attack by Taliban in North Waziristan, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 7, 2010."
2010,5,21,Khyber Pakhtunkhwa,Dir,35.202293,71.873006,1,,0,A girls' primary school was targeted in the attack.,Unknown,0,2,"National Counterterrorism Center, ""Two Studens Wounded in Grenade Attack in Dir, Khyber Pakhtunkhwa, Pakistan,"" Worldwide Incidents Tracking System, October 7, 2010."
2010,5,21,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"At Ferozabad School under the Matani Police Station on the outskirts of Peshawar, Khyber Pakhtunkhwa, Pakistan.",0,A girls' primary school,Unknown,0,0,"South Asia Terrorism Portal, ""Member of Local Peace Committee Shot Dead in Khyber Pakhtunkhwa,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F5%2F23#1 (May 23, 2010)."
2010,5,21,Punjab,Lahore,31.50547,74.34288,1,"This incident occurred in Tibbi area, at the Kashif Cable Network office at Oncha Cheet Ram Road inside Taxali Gate.",0,The target was the Kashif Cable Network office.,Tehrik-i-Taliban Pakistan (TTP),0,,"South Asia Terrorism Portal, ""Seven Persons Injured in Bomb Explosion in Lahore""  http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F5%2F22#5 (May 22, 2010)."
2010,5,21,Punjab,Lahore,31.50547,74.34288,1,,0,The office of Supra Musical Group,Tehrik-i-Taliban Pakistan (TTP),0,1,"South Asia Terrorism Portal, ""Seven Persons Injured in Bomb Explosion in Lahore""  http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F5%2F22#5 (May 22, 2010)."
2010,5,21,Punjab,Lahore,31.50547,74.34288,1,,0,A general store,Tehrik-i-Taliban Pakistan (TTP),0,0,"South Asia Terrorism Portal, ""Seven Persons Injured in Bomb Explosion in Lahore""  http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F5%2F22#5 (May 22, 2010)."
2010,5,21,Punjab,Lahore,31.50547,74.34288,1,In the Gaddi Mohalla area,0,A building containing old musical instruments,Tehrik-i-Taliban Pakistan (TTP),0,,"South Asia Terrorism Portal, ""Seven Persons Injured in Bomb Explosion in Lahore""  http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F5%2F22#5 (May 22, 2010)."
2010,5,21,Punjab,Lahore,31.50547,74.34288,1,"At Shahbaz Kulcha shop near the shop of Phajja Paiwala, in Lahore, Punjab, Pakistan.",0,A shop,Tehrik-i-Taliban Pakistan (TTP),0,,"South Asia Terrorism Portal, ""Seven Persons Injured in Bomb Explosion in Lahore""  http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F5%2F22#5 (May 22, 2010)."
2010,5,22,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,1,,0,An oil tanker was targeted in the attack.,Unknown,0,1,"National Counterterrorism Center, ""One Civilian Wounded in IED Attack in Landi Kotal, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 6, 2010."
2010,5,23,Balochistan,Awaran,26.457338,65.23111,1,"In Awaran, Balochistan, Pakistan.",0,A government building was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""Several Government Offices Damaged in IED Attack in Awaran, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, October 2, 2010."
2010,5,24,Balochistan,Khuzdar,27.809921,66.620956,1,,0,The residence of a senior Balochistan National Party member,Baloch Militant Defense Army,0,0,"Jane’s Intelligence, “Grenade Attack Targets Politician in Pakistan's Balochistan,” Terrorism Watch Report, May 25, 2010."
2010,5,25,Balochistan,Quetta,30.200819,66.994354,1,,0,A Shia scholar was targeted in the attack.,Unknown,2,15,"Jane’s Intelligence, “IED Targets Shia Scholar in Pakistan's Quetta,” Terrorism Watch Report, May 25, 2010."
2010,5,25,Khyber Pakhtunkhwa,Hangu,33.528893,71.056122,1,"At the Army Public School and College, on Warsata road in Hangu, Khyber Pakhtunkhwa, Pakistan.",0,A school was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack in Hangu, Khyber Pakhtunkhwa, Pakistan,"" Worldwide Incidents Tracking System, October 2, 2010."
2010,5,26,Balochistan,Khuzdar,27.809921,66.620956,1,"At Bolan Mining Company in Khuzdar, Balochistan, Pakistan.",0,The Bolan Mining Company was targeted in the attack.,Lashkar-e-Balochistan,0,0,"National Counterterrorism Center, ""One Commercial Building Damaged in Rocket Attack by Laskar-e-Balochistan in Khuzdar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, October 2, 2010."
2010,5,27,Balochistan,Kathan,27.809921,66.620956,1,In Khuzdar,0,The assailants targeted the residence of senior BNP leader.,Unknown,0,1,"South Asia Terrorism Portal, ""Hand Grenade Hurled at BNP Leader’s House in Balochistan,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F5%2F28#8 (May 28, 2010)."
2010,5,27,Federally Administered Tribal Areas,Khar,34.733517,71.519661,1,"At the residence of a tribal leader in Asghar village, near Khar, Federally Administered Tribal Areas, Pakistan.",0,The residence of a tribal leader,Tehrik-i-Taliban Pakistan (TTP),3,0,"National Counterterrorism Center, ""Two Civilians, One Tribal Elder, One Civilian Wounded in Armed Attack by Suspected Taliban near Khar, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 2, 2010."
2010,5,27,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,"At a school in Shewa Fersh, Safi, Mohmand, Federally Administered Tribal Areas, Pakistan.",0,An  school was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""Two Schools Destroyed in IED Attack in Safi, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 2, 2010."
2010,5,27,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,"At a school in Shewa Fersh, Safi, Mohmand, Federally Administered Tribal Areas, Pakistan.",0,A school was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""Two Schools Destroyed in IED Attack in Safi, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 2, 2010."
2010,5,27,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,"At the Agriculture Directorate office in Safi, Mohmand, Federally Administered Tribal Areas, Pakistan.",0,The office of the Agriculture Directorate was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Government Office Destroyed in Safi, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 2, 2010."
2010,6,1,Balochistan,Hub,25.044537,66.874672,1,"In the Rind Market of Hub, Balochistan, Pakistan.",0,A shop,Unknown,0,6,"National Counterterrorism Center, ""Five Civilians, One Child Wounded in Grenade Attack in Hub, Balochsitan, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
2010,6,1,Balochistan,Quetta,30.200819,66.994354,1,"On Munawar Road in Quetta, Balochistan, Pakistan.",0,A primary school,Unknown,0,0,"National Counterterrorism Center, ""One School Damaged in Grenade Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
2010,6,1,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,In the Khushal Kally area,0,A girls' primary school,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School, One Health Clinic Damaged in IED Attack in Safi, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 19, 2010."
2010,6,1,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,,0,A health clinic,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School, One Health Clinic Damaged in IED Attack in Safi, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 19, 2010."
2010,6,6,Federally Administered Tribal Areas,Khar,34.733517,71.519661,1,"In the Enzary area of Khar, Federally Administered Tribal Areas, Pakistan.",0,A school was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One School Destroyed in IED Attack in Khar, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 19, 2010."
2010,6,12,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"In Kashah village, Orakzai, Federally Administered Tribal Areas, Pakistan.",0,A government girls' primary school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Six Houses, Four Schools Damaged in IED Attack by Suspected Taliban in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
2010,6,12,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,In the Sra Mela area,0,A boys' high school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Six Houses, Four Schools Damaged in IED Attack by Suspected Taliban in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
2010,6,12,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,In the Sra Mela area,0,A girls' primary school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Six Houses, Four Schools Damaged in IED Attack by Suspected Taliban in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
2010,6,12,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,In the Ghiljo area,0,A girls' primary school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Six Houses, Four Schools Damaged in IED Attack by Suspected Taliban in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
2010,6,12,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"At an abandoned house in the Sra Mela area of Orakzai, Federally Administered Tribal Areas, Pakistan.",0,An abandoned house was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Six Houses, Four Schools Damaged in IED Attack by Suspected Taliban in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
2010,6,12,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"At an abandoned house in the Sra Mela area of Orakzai, Federally Administered Tribal Areas, Pakistan.",0,An abandoned house was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Six Houses, Four Schools Damaged in IED Attack by Suspected Taliban in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, October 20, 2010."
